Sample,Short Code,City Code,State,City
SPRKNV11,SPRKNV,SPRK,NV,
SPRKNV12,SPRKNV,SPRK,NV,
SRCHNVXF,SRCHNV,SRCH,NV,
STEDNV11,STEDNV,STED,NV,
STLNNVXF,STLNNV,STLN,NV,
SVSPNV11,SVSPNV,SVSP,NV,
TNPHNVXB,TNPHNV,TNPH,NV,
TPLKNVXA,TPLKNV,TPLK,NV,
WLLSNVXF,WLLSNV,WLLS,NV,
WNDVNVXC,WNDVNV,WNDV,NV,
WNMCNV01,WNMCNV,WNMC,NV,
ADCTNYXA,ADCTNY,ADCT,NY,
ADMSNYXA,ADMSNY,ADMS,NY,
AKRNNYAK,AKRNNY,AKRN,NY,
ALBNNYAI,ALBNNY,ALBN,NY,
ALBYNYGD,ALBYNY,ALBY,NY,
ALBYNYWA,ALBYNY,ALBY,NY,
ALDNNYAD,ALDNNY,ALDN,NY,
ALFENYXA,ALFENY,ALFE,NY,
ALMDNYXA,ALMDNY,ALMD,NY,
ALMTNYAL,ALMTNY,ALMT,NY,
AMBRNYAB,AMBRNY,AMBR,NY,
AMENNYAN,AMENNY,AMEN,NY,
AMSTNYPE,AMSTNY,AMST,NY,
ANDVNYXA,ANDVNY,ANDV,NY,
ANGENYAG,ANGENY,ANGE,NY,
ANGLNYAO,ANGLNY,ANGL,NY,
APLCNYXA,APLCNY,APLC,NY,
ARCDNYAE,ARCDNY,ARCD,NY,
ARGYNYAY,ARGYNY,ARGY,NY,
ARPTNYAR,ARPTNY,ARPT,NY,
ARVGNYAV,ARVGNY,ARVG,NY,
ASFKNYXA,ASFKNY,ASFK,NY,
ATLNNYXA,ATLNNY,ATLN,NY,
ATTCNYAT,ATTCNY,ATTC,NY,
ATWPNYAW,ATWPNY,ATWP,NY,
AUBNNYAU,AUBNNY,AUBN,NY,
AVOCNYAC,AVOCNY,AVOC,NY,
AVONNYXA,AVONNY,AVON,NY,
AVPKNYAV,AVPKNY,AVPK,NY,
AXBANYAX,AXBANY,AXBA,NY,
BALSNYBA,BALSNY,BALS,NY,
BATHNYBH,BATHNY,BATH,NY,
BATVNYBT,BATVNY,BATV,NY,
BAVLNYBV,BAVLNY,BAVL,NY,
BBYLNYBN,BBYLNY,BBYL,NY,
BCPTNYXA,BCPTNY,BCPT,NY,
BDVGNYBV,BDVGNY,BDVG,NY,
BECNNYBE,BECNNY,BECN,NY,
BERNNYBR,BERNNY,BERN,NY,
BFLONYBA,BFLONY,BFLO,NY,
BFLONYEL,BFLONY,BFLO,NY,
BFLONYMA,BFLONY,BFLO,NY,
BFLONYSP,BFLONY,BFLO,NY,
BGFLNYBF,BGFLNY,BGFL,NY,
BITNNYXA,BITNNY,BITN,NY,
BLFSNYBZ,BLFSNY,BLFS,NY,
BLLNNYBG,BLLNNY,BLLN,NY,
BLMTNYBM,BLMTNY,BLMT,NY,
BLRVNYBC,BLRVNY,BLRV,NY,
BLSSNYBS,BLSSNY,BLSS,NY,
BLVRNYBX,BLVRNY,BLVR,NY,
BMBGNYXA,BMBGNY,BMBG,NY,
BMPNNYXA,BMPNNY,BMPN,NY,
BNBRNYXA,BNBRNY,BNBR,NY,
BNGHNYHY,BNGHNY,BNGH,NY,
BNGHNYRO,BNGHNY,BNGH,NY,
BNPTNYXA,BNPTNY,BNPT,NY,
BNVDNYBD,BNVDNY,BNVD,NY,
BNVLNYXA,BNVLNY,BNVL,NY,
BRDBNYXA,BRDBNY,BRDB,NY,
BRFDNYXA,BRFDNY,BRFD,NY,
BRGNNYXA,BRGNNY,BRGN,NY,
BRKRNYBK,BRKRNY,BRKR,NY,
BRKSNYXA,BRKSNY,BRKS,NY,
BRWSNYBW,BRWSNY,BRWS,NY,
BSTNNYBN,BSTNNY,BSTN,NY,
BYRNNYBY,BYRNNY,BYRN,NY,
BYSHNYBY,BYSHNY,BYSH,NY,
BYVLNYXA,BYVLNY,BYVL,NY,
CANDNYXA,CANDNY,CAND,NY,
CANSNYCZ,CANSNY,CANS,NY,
CATONYXA,CATONY,CATO,NY,
CBLSNYZB,CBLSNY,CBLS,NY,
CCVLNYXA,CCVLNY,CCVL,NY,
CGLKNYXA,CGLKNY,CGLK,NY,
CHBRNYXA,CHBRNY,CHBR,NY,
CHCKNYCE,CHCKNY,CHCK,NY,
CHCNNYXA,CHCNNY,CHCN,NY,
CHESNYXA,CHESNY,CHES,NY,
CHKTNYFR,CHKTNY,CHKT,NY,
CHMGNYXA,CHMGNY,CHMG,NY,
CHPQNYCP,CHPQNY,CHPQ,NY,
CHRTNYXA,CHRTNY,CHRT,NY,
CHTGNYZH,CHTGNY,CHTG,NY,
CHTQNYXA,CHTQNY,CHTQ,NY,
CHVYNYZV,CHVYNY,CHVY,NY,
CICRNYCJ,CICRNY,CICR,NY,
CKVLNYXA,CKVLNY,CKVL,NY,
CLAYNYOS,CLAYNY,CLAY,NY,
CLCNNYCN,CLCNNY,CLCN,NY,
CLCRNYCC,CLCRNY,CLCR,NY,
CLCTNYCC,CLCTNY,CLCT,NY,
CLDNNYXA,CLDNNY,CLDN,NY,
CLEVNYCE,CLEVNY,CLEV,NY,
CLNCNYBA,CLNCNY,CLNC,NY,
CLPKNYCP,CLPKNY,CLPK,NY,
CLTNNYZI,CLTNNY,CLTN,NY,
CLVLNYCK,CLVLNY,CLVL,NY,
CLYDNYCY,CLYDNY,CLYD,NY,
CLYMNYXA,CLYMNY,CLYM,NY,
CMBRNYCM,CMBRNY,CMBR,NY,
CMDNNYZM,CMDNNY,CMDN,NY,
CMLSNYID,CMLSNY,CMLS,NY,
CMLSNYON,CMLSNY,CMLS,NY,
CMMKNYCM,CMMKNY,CMMK,NY,
CMPBNYCP,CMPBNY,CMPB,NY,
CNBRNYCD,CNBRNY,CNBR,NY,
CNCNNYXA,CNCNNY,CNCN,NY,
CNDLNYCL,CNDLNY,CNDL,NY,
CNDRNYXA,CNDRNY,CNDR,NY,
CNGRNYCN,CNGRNY,CNGR,NY,
CNJHNYXA,CNJHNY,CNJH,NY,
CNSQNYXA,CNSQNY,CNSQ,NY,
CNSRNYCX,CNSRNY,CNSR,NY,
CNSTNYZA,CNSTNY,CNST,NY,
CNTNNYZO,CNTNNY,CNTN,NY,
CNTTNYCI,CNTTNY,CNTT,NY,
CORFNYXA,CORFNY,CORF,NY,
COTNNY56,COTNNY,COTN,NY,
CPNHNYZP,CPNHNY,CPNH,NY,
CPTWNYZW,CPTWNY,CPTW,NY,
CRGHNYXA,CRGHNY,CRGH,NY,
CRHDNYCH,CRHDNY,CRHD,NY,
CRLDNYCR,CRLDNY,CRLD,NY,
CRMLNYCL,CRMLNY,CRML,NY,
CRNGNYCG,CRNGNY,CRNG,NY,
CRNTNYXA,CRNTNY,CRNT,NY,
CRNWNYCW,CRNWNY,CRNW,NY,
CRTHNYZG,CRTHNY,CRTH,NY,
CSPPNYCS,CSPPNY,CSPP,NY,
CSTLNYXA,CSTLNY,CSTL,NY,
CSTNNYCS,CSTNNY,CSTN,NY,
CSTVNYXB,CSTVNY,CSTV,NY,
CTBRNYCB,CTBRNY,CTBR,NY,
CTCHNYCU,CTCHNY,CTCH,NY,
CTNGNYCH,CTNGNY,CTNG,NY,
CTONNYZN,CTONNY,CTON,NY,
CTRGNYSO,CTRGNY,CTRG,NY,
CTSKNYCT,CTSKNY,CTSK,NY,
CUBANYEM,CUBANY,CUBA,NY,
CYTNNYZY,CYTNNY,CYTN,NY,
CYVLNYXA,CYVLNY,CYVL,NY,
CZNVNYXA,CZNVNY,CZNV,NY,
DARNNYXA,DARNNY,DARN,NY,
DBFYNYDF,DBFYNY,DBFY,NY,
DLGVNYDG,DLGVNY,DLGV,NY,
DLMRNYDA,DLMRNY,DLMR,NY,
DLSNNYDL,DLSNNY,DLSN,NY,
DLTNNYXA,DLTNNY,DLTN,NY,
DNKRNYDK,DNKRNY,DNKR,NY,
DNMRNYDN,DNMRNY,DNMR,NY,
DNSVNYXA,DNSVNY,DNSV,NY,
DNTNNYXA,DNTNNY,DNTN,NY,
DRBYNYDB,DRBYNY,DRBY,NY,
DRPKNYDP,DRPKNY,DRPK,NY,
DRTRNYXA,DRTRNY,DRTR,NY,
DRYDNYXA,DRYDNY,DRYD,NY,
DSVLNYXA,DSVLNY,DSVL,NY,
DUNDNYXA,DUNDNY,DUND,NY,
DVPLNYDP,DVPLNY,DVPL,NY,
DVPTNYDT,DVPTNY,DVPT,NY,
EAURNYEA,EAURNY,EAUR,NY,
EDENNYED,EDENNY,EDEN,NY,
EDTNNYET,EDTNNY,EDTN,NY,
EGBANYXA,EGBANY,EGBA,NY,
EGLVNYGL,EGLVNY,EGLV,NY,
EGNBNYEG,EGNBNY,EGNB,NY,
ELBANYEB,ELBANY,ELBA,NY,
ELCVNYEV,ELCVNY,ELCV,NY,
ELDPNYEU,ELDPNY,ELDP,NY,
ELTNNYXA,ELTNNY,ELTN,NY,
ELVLNYEL,ELVLNY,ELVL,NY,
EMIRNYEM,EMIRNY,EMIR,NY,
ENDCNYEN,ENDCNY,ENDC,NY,
ENPTNYEN,ENPTNY,ENPT,NY,
ERCHNYXA,ERCHNY,ERCH,NY,
ERVLNYXA,ERVLNY,ERVL,NY,
ESPRNYER,ESPRNY,ESPR,NY,
ETNANYXA,ETNANY,ETNA,NY,
EVMLNYEI,EVMLNY,EVML,NY,
EZTWNYEZ,EZTWNY,EZTW,NY,
FABSNYFB,FABSNY,FABS,NY,
FAPTNYXB,FAPTNY,FAPT,NY,
FHNCNYXA,FHNCNY,FHNC,NY,
FKLNNYXA,FKLNNY,FKLN,NY,
FKVLNYFK,FKVLNY,FKVL,NY,
FLBGNYFB,FLBGNY,FLBG,NY,
FLMRNYXA,FLMRNY,FLMR,NY,
FLPKNYFP,FLPKNY,FLPK,NY,
FLTNNYXA,FLTNNY,FLTN,NY,
FONDNYXA,FONDNY,FOND,NY,
FOPTNYXA,FOPTNY,FOPT,NY,
FRPTNYFP,FRPTNY,FRPT,NY,
FRSHNYFS,FRSHNY,FRSH,NY,
FRTNNYXA,FRTNNY,FRTN,NY,
FSHKNYLD,FSHKNY,FSHK,NY,
FSVLNYFL,FSVLNY,FSVL,NY,
FTANNYFA,FTANNY,FTAN,NY,
FTCVNYFC,FTCVNY,FTCV,NY,
FTPLNYXA,FTPLNY,FTPL,NY,
FWBGNYXA,FWBGNY,FWBG,NY,
FYTTNYFY,FYTTNY,FYTT,NY,
FYVLNYFV,FYVLNY,FYVL,NY,
GBVLNYXA,GBVLNY,GBVL,NY,
GDISNYGI,GDISNY,GDIS,NY,
GENSNYXA,GENSNY,GENS,NY,
GENVNYGN,GENVNY,GENV,NY,
GHVLNYGH,GHVLNY,GHVL,NY,
GLCVNYGC,GLCVNY,GLCV,NY,
GLFLNYGF,GLFLNY,GLFL,NY,
GLVVNYXA,GLVVNY,GLVV,NY,
GLWYNYGW,GLWYNY,GLWY,NY,
GNBGNYFV,GNBGNY,GNBG,NY,
GNWCNYGW,GNWCNY,GNWC,NY,
GNWDNYXA,GNWDNY,GNWD,NY,
GPTSNYGP,GPTSNY,GPTS,NY,
GRCTNYGC,GRCTNY,GRCT,NY,
GRLKNYGL,GRLKNY,GRLK,NY,
GRNENYXA,GRNENY,GRNE,NY,
GRNKNYGN,GRNKNY,GRNK,NY,
GRRYNYXA,GRRYNY,GRRY,NY,
GRSNNYGA,GRSNNY,GRSN,NY,
GRTNNYGT,GRTNNY,GRTN,NY,
GRTWNYXA,GRTWNY,GRTW,NY,
GRVINYGE,GRVINY,GRVI,NY,
GSHNNYXA,GSHNNY,GSHN,NY,
GSPTNYGP,GSPTNY,GSPT,NY,
GUFDNYXA,GUFDNY,GUFD,NY,
GVRNNYGO,GVRNNY,GVRN,NY,
GWNDNYGD,GWNDNY,GWND,NY,
HAGUNYHQ,HAGUNY,HAGU,NY,
HBRTNYHZ,HBRTNY,HBRT,NY,
HCVLNYHV,HCVLNY,HCVL,NY,
HDFLNYMS,HDFLNY,HDFL,NY,
HDSNNYHD,HDSNNY,HDSN,NY,
HGLDNYHG,HGLDNY,HGLD,NY,
HHFLNYHF,HHFLNY,HHFL,NY,
HIFLNYHF,HIFLNY,HIFL,NY,
HIMLNYXA,HIMLNY,HIML,NY,
HLCMNYXA,HLCMNY,HLCM,NY,
HLLDNYHO,HLLDNY,HLLD,NY,
HLLYNYHE,HLLYNY,HLLY,NY,
HLTNNYXA,HLTNNY,HLTN,NY,
HMBGNYHB,HMBGNY,HMBG,NY,
HMLCNYXA,HMLCNY,HMLC,NY,
HMLNNYXA,HMLNNY,HMLN,NY,
HMPSNYHS,HMPSNY,HMPS,NY,
HMPTNYXA,HMPTNY,HMPT,NY,
HMTNNYHA,HMTNNY,HMTN,NY,
HNBLNYXA,HNBLNY,HNBL,NY,
HNDLNYHI,HNDLNY,HNDL,NY,
HNRTNYXA,HNRTNY,HNRT,NY,
HNSNNYXA,HNSNNY,HNSN,NY,
HNSTNYHU,HNSTNY,HNST,NY,
HNTRNYHN,HNTRNY,HNTR,NY,
HOFLNYXA,HOFLNY,HOFL,NY,
HOMRNYHM,HOMRNY,HOMR,NY,
HONYNYXA,HONYNY,HONY,NY,
HPJTNYXB,HPJTNY,HPJT,NY,
HRFRNYHR,HRFRNY,HRFR,NY,
HRKMNYHC,HRKMNY,HRKM,NY,
HRNLNYHL,HRNLNY,HRNL,NY,
HRSNNYHN,HRSNNY,HRSN,NY,
HRVLNYHV,HRVLNY,HRVL,NY,
HRWKNYHW,HRWKNY,HRWK,NY,
HSFLNYHS,HSFLNY,HSFL,NY,
HSHDNYHH,HSHDNY,HSHD,NY,
HVTNNYHX,HVTNNY,HVTN,NY,
HWTNNYXA,HWTNNY,HWTN,NY,
HYPKNYHK,HYPKNY,HYPK,NY,
ILINNYIL,ILINNY,ILIN,NY,
ITHCNYIH,ITHCNY,ITHC,NY,
ITHCNYPG,ITHCNY,ITHC,NY,
JAVANYJA,JAVANY,JAVA,NY,
JFVLNYJF,JFVLNY,JFVL,NY,
JHCYNYJC,JHCYNY,JHCY,NY,
JHTWNYXA,JHTWNY,JHTW,NY,
JNVLNYJV,JNVLNY,JNVL,NY,
JRDNNYJD,JRDNNY,JRDN,NY,
JSPRNYXA,JSPRNY,JSPR,NY,
KENDNYKD,KENDNY,KEND,NY,
KGTNNYKG,KGTNNY,KGTN,NY,
KNDYNYXA,KNDYNY,KNDY,NY,
KRHNNYKR,KRHNNY,KRHN,NY,
KSVLNYXA,KSVLNY,KSVL,NY,
KTBANYKB,KTBANY,KTBA,NY,
KTNHNYKA,KTNHNY,KTNH,NY,
LBRTNYLB,LBRTNY,LBRT,NY,
LCPTNYLK,LCPTNY,LCPT,NY,
LCSRNYXA,LCSRNY,LCSR,NY,
LCWDNYXA,LCWDNY,LCWD,NY,
LFRVNYLE,LFRVNY,LFRV,NY,
LFYTNYLF,LFYTNY,LFYT,NY,
LHSTNYLH,LHSTNY,LHST,NY,
LIVNNYXA,LIVNNY,LIVN,NY,
LKGRNYLR,LKGRNY,LKGR,NY,
LKHNNYLH,LKHNNY,LKHN,NY,
LKKTNYLK,LKKTNY,LKKT,NY,
LKPCNYLA,LKPCNY,LKPC,NY,
LKWDNYXA,LKWDNY,LKWD,NY,
LMSTNYLM,LMSTNY,LMST,NY,
LNBHNYLB,LNBHNY,LNBH,NY,
LNCSNYLC,LNCSNY,LNCS,NY,
LNDYNYLN,LNDYNY,LNDY,NY,
LNNGNYLG,LNNGNY,LNNG,NY,
LOWVNYXA,LOWVNY,LOWV,NY,
LRMTNYLA,LRMTNY,LRMT,NY,
LROYNYXA,LROYNY,LROY,NY,
LSTNNYLW,LSTNNY,LSTN,NY,
LTFLNYLS,LTFLNY,LTFL,NY,
LTHMNYTS,LTHMNY,LTHM,NY,
LTVYNYLI,LTVYNY,LTVY,NY,
LVMNNYLV,LVMNNY,LVMN,NY,
LVTWNYLT,LVTWNY,LVTW,NY,
LYFLNYXA,LYFLNY,LYFL,NY,
LYNSNYLY,LYNSNY,LYNS,NY,
LYSNNYXA,LYSNNY,LYSN,NY,
LYVLNYLL,LYVLNY,LYVL,NY,
LZRNNYXA,LZRNNY,LZRN,NY,
MACDNYMC,MACDNY,MACD,NY,
MAINNYME,MAINNY,MAIN,NY,
MALNNYMM,MALNNY,MALN,NY,
MARNNYMR,MARNNY,MARN,NY,
MARVNYMV,MARVNY,MARV,NY,
MCDGNYMD,MCDGNY,MCDG,NY,
MCGRNYMG,MCGRNY,MCGR,NY,
MCHSNYMA,MCHSNY,MCHS,NY,
MCHVNYMC,MCHVNY,MCHV,NY,
MCLNNYMZ,MCLNNY,MCLN,NY,
MDPTNYMP,MDPTNY,MDPT,NY,
MDRDNYMK,MDRDNY,MDRD,NY,
MDSNNYXA,MDSNNY,MDSN,NY,
MDTWNYXA,MDTWNY,MDTW,NY,
MEDNNYPA,MEDNNY,MEDN,NY,
MEXCNYMX,MEXCNY,MEXC,NY,
MHPCNYMP,MHPCNY,MHPC,NY,
MINONYMI,MINONY,MINO,NY,
MIVLNYNV,MIVLNY,MIVL,NY,
MLBKNYML,MLBKNY,MLBK,NY,
MLFRNYMU,MLFRNY,MLFR,NY,
MLTNNYMN,MLTNNY,MLTN,NY,
MMRNNYMA,MMRNNY,MMRN,NY,
MNHSNYMH,MNHSNY,MNHS,NY,
MNLSNYXA,MNLSNY,MNLS,NY,
MNTINYMT,MNTINY,MNTI,NY,
MNTKNYMT,MNTKNY,MNTK,NY,
MNVLNYXA,MNVLNY,MNVL,NY,
MOIRNYMY,MOIRNY,MOIR,NY,
MONRNYXA,MONRNY,MONR,NY,
MORVNYMO,MORVNY,MORV,NY,
MRBONYMB,MRBONY,MRBO,NY,
MRCLNYXA,MRCLNY,MRCL,NY,
MRRSNYXA,MRRSNY,MRRS,NY,
MRTHNYXA,MRTHNY,MRTH,NY,
MRTWNYMW,MRTWNY,MRTW,NY,
MRVLNYXA,MRVLNY,MRVL,NY,
MSPQNYMP,MSPQNY,MSPQ,NY,
MSSNNYMQ,MSSNNY,MSSN,NY,
MSVLNYXA,MSVLNY,MSVL,NY,
MTGMNYXA,MTGMNY,MTGM,NY,
MTKSNYMK,MTKSNY,MTKS,NY,
MTMRNYXA,MTMRNY,MTMR,NY,
MTUPNYXA,MTUPNY,MTUP,NY,
MTVRNYMV,MTVRNY,MTVR,NY,
MUNVNYXA,MUNVNY,MUNV,NY,
MYBKNYXA,MYBKNY,MYBK,NY,
MYFDNYXA,MYFDNY,MYFD,NY,
NCHINYXA,NCHINY,NCHI,NY,
NCHLNYNL,NCHLNY,NCHL,NY,
NCLNNYNO,NCLNNY,NCLN,NY,
NCLVNYNC,NCLVNY,NCLV,NY,
NGFLNY76,NGFLNY,NGFL,NY,
NGFLNYPO,NGFLNY,NGFL,NY,
NGFLNYWO,NGFLNY,NGFL,NY,
NGRNNYNG,NGRNNY,NGRN,NY,
NPLSNYXA,NPLSNY,NPLS,NY,
NRBGNYXB,NRBGNY,NRBG,NY,
NRFLNYNO,NRFLNY,NRFL,NY,
NROSNYNR,NROSNY,NROS,NY,
NRVLNYXA,NRVLNY,NRVL,NY,
NRWCNYXA,NRWCNY,NRWC,NY,
NRWDNYND,NRWDNY,NRWD,NY,
NSYRNYNS,NSYRNY,NSYR,NY,
NUNDNYXA,NUNDNY,NUND,NY,
NWBLNYXA,NWBLNY,NWBL,NY,
NWBRNYNW,NWBRNY,NWBR,NY,
NWBRNYWT,NWBRNY,NWBR,NY,
NWCYNYNC,NWCYNY,NWCY,NY,
NWFDNYNF,NWFDNY,NWFD,NY,
NWFNNYMA,NWFNNY,NWFN,NY,
NWPLNYNP,NWPLNY,NWPL,NY,
NWRCNYNR,NWRCNY,NWRC,NY,
NWRKNYNK,NWRKNY,NWRK,NY,
NWVYNYXA,NWVYNY,NWVY,NY,
NWWNNYNW,NWWNNY,NWWN,NY,
NYACNYNK,NYACNY,NYAC,NY,
NYCKNY14,NYCKNY,NYCK,NY,
NYCKNY71,NYCKNY,NYCK,NY,
NYCKNY77,NYCKNY,NYCK,NY,
NYCKNYAI,NYCKNY,NYCK,NY,
NYCKNYAL,NYCKNY,NYCK,NY,
NYCKNYAR,NYCKNY,NYCK,NY,
NYCKNYAU,NYCKNY,NYCK,NY,
NYCKNYAY,NYCKNY,NYCK,NY,
NYCKNYBU,NYCKNY,NYCK,NY,
NYCKNYCL,NYCKNY,NYCK,NY,
NYCKNYFA,NYCKNY,NYCK,NY,
NYCKNYFT,NYCKNY,NYCK,NY,
NYCKNYKP,NYCKNY,NYCK,NY,
NYCKNYLA,NYCKNY,NYCK,NY,
NYCKNYRA,NYCKNY,NYCK,NY,
NYCKNYTY,NYCKNY,NYCK,NY,
NYCMNYCA,NYCMNY,NYCM,NY,
NYCMNYMN,NYCMNY,NYCM,NY,
NYCMNYPS,NYCMNY,NYCM,NY,
NYCMNYTH,NYCMNY,NYCM,NY,
NYCMNYWA,NYCMNY,NYCM,NY,
NYCQNYAS,NYCQNY,NYCQ,NY,
NYCQNYBA,NYCQNY,NYCQ,NY,
NYCQNYBH,NYCQNY,NYCQ,NY,
NYCQNYCO,NYCQNY,NYCQ,NY,
NYCQNYFH,NYCQNY,NYCQ,NY,
NYCQNYFL,NYCQNY,NYCQ,NY,
NYCQNYFR,NYCQNY,NYCQ,NY,
NYCQNYHS,NYCQNY,NYCQ,NY,
NYCQNYLN,NYCQNY,NYCQ,NY,
NYCQNYNJ,NYCQNY,NYCQ,NY,
NYCQNYNW,NYCQNY,NYCQ,NY,
NYCQNYOP,NYCQNY,NYCQ,NY,
NYCQNYRH,NYCQNY,NYCQ,NY,
NYCRNYND,NYCRNY,NYCR,NY,
NYCRNYNS,NYCRNY,NYCR,NY,
NYCRNYSS,NYCRNY,NYCR,NY,
NYCRNYWS,NYCRNY,NYCR,NY,
NYCXNYCI,NYCXNY,NYCX,NY,
NYCXNYCR,NYCXNY,NYCX,NY,
NYCXNYGC,NYCXNY,NYCX,NY,
NYCXNYHO,NYCXNY,NYCX,NY,
NYCXNYJE,NYCXNY,NYCX,NY,
NYCXNYKB,NYCXNY,NYCX,NY,
NYCXNYMH,NYCXNY,NYCX,NY,
NYCXNYTB,NYCXNY,NYCX,NY,
NYCXNYTR,NYCXNY,NYCX,NY,
OGBGNYOG,OGBGNY,OGBG,NY,
OKFDNYOK,OKFDNY,OKFD,NY,
OLDFNYXA,OLDFNY,OLDF,NY,
OLENNYHA,OLENNY,OLEN,NY,
ONEDNYOD,ONEDNY,ONED,NY,
ONNTNYOA,ONNTNY,ONNT,NY,
ONTRNYON,ONTRNY,ONTR,NY,
ORBGNYOB,ORBGNY,ORBG,NY,
ORPKNYST,ORPKNY,ORPK,NY,
OSNGNYOS,OSNGNY,OSNG,NY,
OSWGNYOS,OSWGNY,OSWG,NY,
OTEGNYOT,OTEGNY,OTEG,NY,
OTVLNYXA,OTVLNY,OTVL,NY,
OWEGNYOW,OWEGNY,OWEG,NY,
OXFRNYXA,OXFRNY,OXFR,NY,
OYBANYOY,OYBANY,OYBA,NY,
PANMNYXA,PANMNY,PANM,NY,
PASNNYPN,PASNNY,PASN,NY,
PCHGNYPH,PCHGNY,PCHG,NY,
PERUNYPE,PERUNY,PERU,NY,
PGHKNYSH,PGHKNY,PGHK,NY,
PGHKNYSP,PGHKNY,PGHK,NY,
PHLANYPF,PHLANY,PHLA,NY,
PHNCNYPH,PHNCNY,PHNC,NY,
PHNXNYXA,PHNXNY,PHNX,NY,
PJSTNYPJ,PJSTNY,PJST,NY,
PKSKNYPS,PKSKNY,PKSK,NY,
PLBGNYPB,PLBGNY,PLBG,NY,
PLMYNYPY,PLMYNY,PLMY,NY,
PLSKNYXA,PLSKNY,PLSK,NY,
PLSMNYXA,PLSMNY,PLSM,NY,
PLVLNYPL,PLVLNY,PLVL,NY,
PLVWNYPV,PLVWNY,PLVW,NY,
PNBSNYXA,PNBSNY,PNBS,NY,
PNFDNYXA,PNFDNY,PNFD,NY,
PNYNNYPN,PNYNNY,PNYN,NY,
POMNNYPO,POMNNY,POMN,NY,
PPRGNYPP,PPRGNY,PPRG,NY,
PRDYNYPD,PRDYNY,PRDY,NY,
PRISNYPA,PRISNY,PRIS,NY,
PRRVNYNP,PRRVNY,PRRV,NY,
PRRYNYXA,PRRYNY,PRRY,NY,
PRTVNYPV,PRTVNY,PRTV,NY,
PSVLNYPV,PSVLNY,PSVL,NY,
PTCHNYPC,PTCHNY,PTCH,NY,
PTHNNYPO,PTHNNY,PTHN,NY,
PTJRNYXA,PTJRNY,PTJR,NY,
PTSDNYPS,PTSDNY,PTSD,NY,
PTTWNYPI,PTTWNY,PTTW,NY,
PTWANYPW,PTWANY,PTWA,NY,
PVLNNYXA,PVLNNY,PVLN,NY,
PVYDNYPD,PVYDNY,PVYD,NY,
PWNGNYSS,PWNGNY,PWNG,NY,
RCSPNYRS,RCSPNY,RCSP,NY,
RCVLNYRH,RCVLNY,RCVL,NY,
RDCKNYRC,RDCKNY,RDCK,NY,
RDHKNYXB,RDHKNY,RDHK,NY,
REMSNYXA,REMSNY,REMS,NY,
RHNBNYXA,RHNBNY,RHNB,NY,
RNDHNYXA,RNDHNY,RNDH,NY,
RNKNNYRN,RNKNNY,RNKN,NY,
RNLKNYRL,RNLKNY,RNLK,NY,
ROCHNYXA,ROCHNY,ROCH,NY,
ROCHNYXB,ROCHNY,ROCH,NY,
ROCHNYXC,ROCHNY,ROCH,NY,
ROCHNYXD,ROCHNY,ROCH,NY,
ROCHNYXE,ROCHNY,ROCH,NY,
ROCHNYXF,ROCHNY,ROCH,NY,
ROCHNYXG,ROCHNY,ROCH,NY,
ROCHNYXH,ROCHNY,ROCH,NY,
ROCHNYXJ,ROCHNY,ROCH,NY,
ROCHNYXK,ROCHNY,ROCH,NY,
RODLNYRD,RODLNY,RODL,NY,
ROMENYRM,ROMENY,ROME,NY,
ROSCNYXA,ROSCNY,ROSC,NY,
RSLNNYRO,RSLNNY,RSLN,NY,
RSVLNYRV,RSVLNY,RSVL,NY,
RUVLNYXA,RUVLNY,RUVL,NY,
RVHDNYRV,RVHDNY,RVHD,NY,
RYE NYRY,RYE NY,RYE ,NY,
SALMNYSM,SALMNY,SALM,NY,
SAVNNYSN,SAVNNY,SAVN,NY,
SBTHNYSB,SBTHNY,SBTH,NY,
SCDLNYSR,SCDLNY,SCDL,NY,
SCHNNYSC,SCHNNY,SCHN,NY,
SCHRNYQH,SCHRNY,SCHR,NY,
SCHVNYQN,SCHVNY,SCHV,NY,
SCLKNYQK,SCLKNY,SCLK,NY,
SCTWNYXA,SCTWNY,SCTW,NY,
SCVLNYXA,SCVLNY,SCVL,NY,
SDNYNYXB,SDNYNY,SDNY,NY,
SDTNNYPI,SDTNNY,SDTN,NY,
SFRNNYSU,SFRNNY,SFRN,NY,
SGHRNYSG,SGHRNY,SGHR,NY,
SGRTNYSG,SGRTNY,SGRT,NY,
SHBNNYXA,SHBNNY,SHBN,NY,
SHHMNYSH,SHHMNY,SHHM,NY,
SHKNNYSK,SHKNNY,SHKN,NY,
SHRVNYXA,SHRVNY,SHRV,NY,
SHSPNYQS,SHSPNY,SHSP,NY,
SHVLNYSV,SHVLNY,SHVL,NY,
SKNTNYSE,SKNTNY,SKNT,NY,
SLCKNYSI,SLCKNY,SLCK,NY,
SLDNNYSE,SLDNNY,SLDN,NY,
SLHLNYXA,SLHLNY,SLHL,NY,
SLMNNYWW,SLMNNY,SLMN,NY,
SLSPNYXA,SLSPNY,SLSP,NY,
SLTSNYSL,SLTSNY,SLTS,NY,
SMFRNYQM,SMFRNY,SMFR,NY,
SMTWNYSM,SMTWNY,SMTW,NY,
SMYRNYXA,SMYRNY,SMYR,NY,
SNBLNYXA,SNBLNY,SNBL,NY,
SNBRNYXA,SNBRNY,SNBR,NY,
